grid_id,lat,lon,freq,max_mag,avg_mag,avg_depth,gempa_in_radius_50,density
-3.9000000000000004_121.60000000000001,-3.831752777,121.6020279,1,2.158284398,2.158284398,19.0,239,0.002464947188637302
-3.9000000000000004_121.7,-3.8362067939999998,121.73413085,2,3.850296027,3.4813335775,10.5,246,0.0032617417360912056
-3.9000000000000004_121.80000000000001,-3.8209226129999996,121.89627455,2,2.450464532,2.4447802975,10.0,260,0.0028644919191451895
-3.9000000000000004_122.10000000000001,-3.8981430530548096,122.1648712158203,1,2.3526394954320184,2.3526394954320184,19.0,288,0.0024382030748544927
-3.9000000000000004_122.2,-3.8756403126998697,122.24785869277343,3,3.3165677877259654,3.101303523245298,10.333333333333334,214,0.0024630116432175306
-3.9000000000000004_122.30000000000001,-3.8744300206666664,122.36874386666666,3,4.743284242,3.68835676,14.666666666666666,204,0.0029377875807946804
-3.9000000000000004_122.4,-3.88038450500589,122.45459745512694,4,3.736918908,3.1033003779538744,8.75,209,0.003267078831301906
-3.9000000000000004_122.5,-3.862862468,122.5840492,2,3.122413119,2.854032418,10.0,203,0.003187792837026938
-3.9000000000000004_122.60000000000001,-3.8674780982177124,122.66085052771345,14,4.962801205,3.5257781712350575,10.428571428571429,198,0.002988588021060417
-3.9000000000000004_122.7,-3.832766950125,122.74117185,8,4.570379421,3.735192949875,10.5,181,0.002355595997387177
-3.9000000000000004_122.80000000000001,-3.8416756395,122.85660555,2,3.994929134,3.7367557915000003,98.0,153,0.0017397583193219021
-3.9000000000000004_123.0,-3.896151304,123.0080109,1,3.070559522,3.070559522,10.0,144,0.0011498048102513388
-3.9000000000000004_123.10000000000001,-3.806974411,123.1281662,1,4.089054785,4.089054785,10.0,107,0.001011520357089394
-3.9000000000000004_123.30000000000001,-3.817106724,123.3864746,1,3.866543299,3.866543299,10.0,79,0.0010806926394463304
-3.9000000000000004_123.5,-3.85731101,123.5694809,1,3.93811378,3.93811378,153.0,64,0.0006461027194507074
-3.9000000000000004_123.80000000000001,-3.819660902,123.8308105,1,4.013537737,4.013537737,10.0,23,0.0002492753240057745
-3.9000000000000004_125.60000000000001,-3.809813499,125.6055298,1,3.832130791,3.832130791,16.0,7,8.65469344821483e-05
-3.9000000000000004_126.2,-3.8388822080018308,126.26016999291991,2,4.331366818740912,3.987421418870456,32.0,44,0.0005809156222810098
-3.9000000000000004_126.5,-3.86480093,126.5869141,1,3.021364764,3.021364764,10.0,72,0.0007078741630575438
-3.9000000000000004_126.7,-3.83467535,126.77652,2,4.4704009,3.7386645499999998,16.5,70,0.0009534676963930587
-3.9000000000000004_126.80000000000001,-3.8560420275,126.83093645,2,3.865024891,3.3880645885,21.0,70,0.0009649571640462457
-3.9000000000000004_126.9,-3.858964801,126.97671890000001,2,4.297759051,3.7456031640000003,11.5,140,0.0011791831893605094
-3.9000000000000004_127.2,-3.890862465,127.2504272,1,3.392248799,3.392248799,183.0,226,0.0024026425593068716
-3.9000000000000004_127.30000000000001,-3.8395264544999996,127.353405,6,5.185084507,3.795662732833333,52.5,298,0.0034381563414350013
-3.9000000000000004_127.4,-3.8714457994,127.43275836000001,5,4.089266185,3.7695176571999993,45.4,300,0.003677866195104945
-3.9000000000000004_127.5,-3.8704383374483236,127.54977164677734,3,4.273260563070272,4.065641512023424,66.66666666666667,311,0.004249049738991221
-3.9000000000000004_127.60000000000001,-3.8496222937333333,127.65842640666666,15,5.8051939,3.5566800738666666,50.266666666666666,316,0.004712650026408406
-3.9000000000000004_127.7,-3.846743633896986,127.74698881372842,19,4.9345059,3.697840365367525,9.947368421052632,305,0.004871641770160335
-3.9000000000000004_127.80000000000001,-3.846475323,127.8589363,5,4.411740477,3.5061132084,13.666666666666666,350,0.005090694265516158
-3.9000000000000004_127.9,-3.8529942509999997,127.93478393999999,5,3.67681569,3.0108334896000004,48.8,495,0.005490685174234786
-3.9000000000000004_128.0,-3.8413792845000003,128.05682374999998,2,4.000754192,3.6274604624999998,91.5,943,0.007749578997943991
-3.9000000000000004_128.1,-3.877497755666667,128.16720106666665,3,4.025836408,3.236943866666667,60.333333333333336,1002,0.009112892333394873
-3.9000000000000004_128.20000000000002,-3.85760056275,128.2457726375,8,4.287558,2.958788727375,51.875,1084,0.012028690747292028
-3.9000000000000004_128.3,-3.84512670843866,128.34774272750653,6,4.575384123,3.2927182188391804,133.83333333333334,1316,0.014467227187234118
-3.9000000000000004_128.4,-3.859152399655409,128.45337968767362,9,4.037596766969582,2.9213478075463795,26.77777777777778,1309,0.01347475595690538
-3.9000000000000004_128.5,-3.843457263753479,128.54298093793247,14,4.2237082,3.066006509415783,51.57142857142857,1363,0.013354006191996028
-3.9000000000000004_128.6,-3.8525921694,128.6543085,5,3.79413297,2.9739851364,90.8,1104,0.011261856603130302
-3.9000000000000004_128.70000000000002,-3.843700481470588,128.75689820588235,17,4.36055381,3.054321651352941,42.705882352941174,835,0.010097093443924506
-3.9000000000000004_128.8,-3.8402298385782334,128.8560998248264,9,3.899996556,3.2388635399523493,35.44444444444444,695,0.008762014224806722
-3.9000000000000004_128.9,-3.864193052,128.952524175,8,4.682349457,3.399334339125,37.75,611,0.007170240090493966
-3.9000000000000004_129.0,-3.86301861775,129.0430724375,8,5.33,3.831547964875,55.375,603,0.006411933247569756
-3.9000000000000004_129.1,-3.857663248256877,129.14104178880208,3,4.0575376,3.7728045004383097,72.33333333333333,573,0.006114302873858665
-3.9000000000000004_129.20000000000002,-3.858569353285714,129.25043578571427,7,4.993704755,3.907974978142857,61.142857142857146,528,0.006330011764083283
-3.9000000000000004_129.3,-3.86217922,129.36078645,4,3.732661019,3.497209471,41.75,558,0.006743561458968372
-3.9000000000000004_129.4,-3.877375046333333,129.45869953333332,3,3.877904424,3.705162212333333,12.666666666666666,557,0.006973940012463023
-3.9000000000000004_129.5,-3.819557650164795,129.59423282470703,2,3.1284139633089736,3.115220181654487,12.5,513,0.0054554101663062135
-3.9000000000000004_129.6,-3.8701184288,129.66154568,5,4.794244865,3.8212303454,50.0,461,0.005404572526244274
-3.9000000000000004_129.70000000000002,-3.8409357468333334,129.75222523333335,5,5.575781809,3.9777517678,9.166666666666666,369,0.00414736375117888
-3.9000000000000004_129.8,-3.8400960497777783,129.85483806666667,9,5.054178011,4.080336595222223,9.11111111111111,262,0.003132102906324733
-3.9000000000000004_129.9,-3.8489914854,129.95230120000002,5,5.159985699,4.4368636960000005,23.0,207,0.00235693382794067
-3.9000000000000004_130.1,-3.848218441,130.1237793,1,4.081371815,4.081371815,65.0,122,0.001379481496031698
-3.9000000000000004_130.20000000000002,-3.859622236,130.26966325,2,3.7183513,3.4001397515000003,14.5,78,0.0009082962806669272
-3.9000000000000004_130.3,-3.86367178,130.3613586,1,2.93126588,2.93126588,47.0,54,0.0007025272144357738
-3.9000000000000004_130.9,-3.821089,130.91994,1,4.8815038,4.8815038,30.0,43,0.0006081975178240439
-3.9000000000000004_131.0,-3.833580494,131.0032959,1,6.008824199,6.008824199,10.0,58,0.0007473625207183338
-3.9000000000000004_131.1,-3.847488403,131.1727448,1,3.691029987,3.691029987,49.0,136,0.0011630891542847791
-3.9000000000000004_131.3,-3.847549677,131.3240051,1,4.076662294,4.076662294,10.0,159,0.0015745195758373866
-3.9000000000000004_131.5,-3.84139393925,131.5666765,4,4.173300323,3.7316179925000004,34.75,122,0.0016329490739677927
-3.9000000000000004_131.6,-3.848389387,131.6005554,1,3.432973873,3.432973873,15.0,113,0.0015261939760925008
-3.9000000000000004_131.70000000000002,-3.840357065355664,131.76048889828127,5,4.092591761,3.6826133625938224,34.8,83,0.0010643003624600503
-3.9000000000000004_131.8,-3.8732595445,131.81820679999998,2,3.777318159,3.581379666,27.5,69,0.0008417313385780249
-3.9000000000000004_132.0,-3.8680808544158936,132.0695343017578,1,4.894097077008206,4.894097077008206,22.0,29,0.0003147061445076115
-3.9000000000000004_132.20000000000002,-3.8761084,132.20398,1,4.2049821,4.2049821,13.0,22,0.00019660140808368032
-3.9000000000000004_132.8,-3.8030021,132.81718,1,3.794286,3.794286,10.0,26,0.00034342006266513896
-3.9000000000000004_132.9,-3.861861445666667,132.9470457,3,4.4411587,3.990189963,12.666666666666666,37,0.0005098337984275271
-3.9000000000000004_133.0,-3.8438025,133.02309,1,4.5096018,4.5096018,47.0,48,0.0005952916091996627
-3.9000000000000004_133.1,-3.88201189,133.1460419,1,4.349137762,4.349137762,10.0,82,0.0008837776288190871
-3.9000000000000004_133.20000000000002,-3.801243544,133.2224121,1,4.312662433,4.312662433,10.0,96,0.0010546404881014802
-3.9000000000000004_133.3,-3.8745198248996586,133.36523436809895,3,3.827369871,3.450576548773246,17.0,143,0.0019152146617984775
-3.9000000000000004_133.4,-3.897042036287292,133.43717955634764,2,3.651912573,3.4249765629855196,11.5,166,0.002383237316337198
-3.9000000000000004_133.5,-3.85474365925,133.5590248,4,4.685686749,3.9802311465,11.5,193,0.0029534562293728936
-3.9000000000000004_133.6,-3.8508479594410927,133.67003956777344,7,4.04551266,3.600055670763567,13.857142857142858,221,0.003238205038294434
-3.9000000000000004_133.70000000000002,-3.8691635149471164,133.74735019713543,9,4.327328964,3.8094175180882854,12.333333333333334,232,0.003319905707456008
-3.9000000000000004_133.8,-3.8474817459999997,133.846321,2,4.152598689,3.9293381445,37.0,224,0.002946992380937673
-3.9000000000000004_133.9,-3.854619026135946,133.96287028398436,3,4.567906442,4.16900254290808,23.333333333333332,194,0.002368898611382331
-3.9000000000000004_134.3,-3.811033010482788,134.31163024902344,1,3.636256636022027,3.636256636022027,11.0,73,0.0006191312464745633
-3.9000000000000004_134.5,-3.853838921,134.5356903,1,3.861878737,3.861878737,78.0,79,0.0006725867133905212
-3.9000000000000004_134.70000000000002,-3.8403030635,134.7496567,2,4.726171693,4.389556926,95.5,110,0.001432501751355347
-3.9000000000000004_134.9,-3.837582451989903,134.97808182857142,7,4.963512867,3.9794143962710513,13.285714285714286,128,0.0021616950959643414
-3.9000000000000004_135.0,-3.833056831409131,135.03917236230467,5,4.411610689,3.858658840513864,9.4,135,0.0021655819532759475
-3.9000000000000004_135.1,-3.845712304128998,135.14880751640624,4,3.604994726,3.3441830730366995,11.5,155,0.0019603176359500505
-3.9000000000000004_135.20000000000002,-3.8086197376251225,135.23212432861328,2,3.7857656236426656,3.339932738202258,9.0,190,0.0019344087426627827
-3.9000000000000004_135.3,-3.801178455,135.3152313,1,3.854224868,3.854224868,11.0,211,0.0019315432417216956
-3.9000000000000004_135.4,-3.8337371945,135.438415525,4,4.863170227,4.28860914675,14.0,185,0.001771197411055324
-3.9000000000000004_135.5,-3.8500362635,135.55615995,2,5.269331335,4.047403265,15.0,158,0.0015674615398082487
-3.9000000000000004_135.6,-3.865184426075928,135.6737213078125,2,4.055230512,3.3896512177209006,12.0,133,0.0012194647676464416
-3.9000000000000004_135.9,-3.810150862,135.9365692,1,4.61851793,4.61851793,10.0,84,0.0008037752903328285
-3.9000000000000004_136.0,-3.822034836,136.0487823,1,3.928671469,3.928671469,10.0,58,0.0007420448792889529
-3.9000000000000004_136.1,-3.849718809173787,136.1405792330078,3,4.807964497,3.775120939643916,31.0,50,0.0007809715688408895
-3.9000000000000004_136.20000000000002,-3.824930191123901,136.25641633417968,2,4.130309125012467,4.027637199006233,10.0,58,0.0008075106694360041
-3.9000000000000004_136.3,-3.849972168666667,136.352122,3,4.948684714,4.513469853666667,20.333333333333332,61,0.0008158931125593649
-3.9000000000000004_136.6,-3.807465315,136.629715,1,3.960213099,3.960213099,137.0,60,0.000825452546919052
-3.9000000000000004_136.9,-3.8886702060699454,136.90223693847656,1,4.364665548435952,4.364665548435952,140.0,80,0.0008558879889606782
-3.9000000000000004_137.0,-3.8369510169999996,137.07254030000001,1,4.017361539,4.017361539,95.0,74,0.000691812365185946
-3.9000000000000004_137.1,-3.813296556,137.102356,1,3.996339634,3.996339634,180.0,60,0.0006345984853308859
-3.9000000000000004_137.20000000000002,-3.8352034091949454,137.29351806640625,1,3.7354248945656696,3.7354248945656696,52.0,45,0.0004085408980836689
-3.9000000000000004_137.6,-3.886705041159546,137.6676482988281,2,3.765051076,3.753546944032033,77.0,25,0.0003030509525586054
-3.9000000000000004_137.9,-3.843154191970825,137.90887451171875,1,3.737544121916057,3.737544121916057,123.0,27,0.00030787694024689483
-3.9000000000000004_138.0,-3.802418947,138.0042725,1,3.063945706,3.063945706,14.0,32,0.00033827543710739273
-3.9000000000000004_138.1,-3.849113226,138.1482849,1,5.200133498,5.200133498,88.0,29,0.0003420120869448239
-3.9000000000000004_138.3,-3.835686922,138.3145752,1,3.860677753,3.860677753,17.0,44,0.00047139135469820086
-3.9000000000000004_138.4,-3.896735429763794,138.47703552246094,1,3.245847730500244,3.245847730500244,26.0,55,0.0005498609193918295
-3.9000000000000004_138.6,-3.8354073760856324,138.6087493982422,2,4.248826106,4.1590924063538655,117.5,59,0.0007132658071530119
-3.9000000000000004_138.70000000000002,-3.8626275065,138.78285979999998,2,5.006999787,4.8587333515,66.5,65,0.0007709156560686133
-3.9000000000000004_138.9,-3.887409449,138.9303589,1,3.855906631,3.855906631,10.0,58,0.0008125351720387009
-3.9000000000000004_139.1,-3.896462679,139.1046295,1,4.404747248,4.404747248,168.0,60,0.0008170331397503619
-3.9000000000000004_139.20000000000002,-3.897711039,139.2009583,1,3.58226842,3.58226842,29.0,71,0.0008129462138755718
-3.9000000000000004_139.3,-3.816107988,139.3871918,1,3.906036588,3.906036588,31.0,98,0.001062125718596989
-3.9000000000000004_139.5,-3.801326752,139.5107574,1,3.746506793,3.746506793,10.0,108,0.001284967540660678
-3.9000000000000004_139.70000000000002,-3.854782343,139.7120819,1,5.214383188,5.214383188,86.0,125,0.001368602760860426
-3.9000000000000004_139.8,-3.8479080199532474,139.88240813789062,2,4.617462506370114,4.034491212685056,54.0,165,0.0017097251610269358
-3.9000000000000004_139.9,-3.826158682666667,139.92879233333335,3,4.442837178,3.623819328,10.0,190,0.0019532782058021636
-3.9000000000000004_140.0,-3.832621574401856,140.04808044433594,1,3.740187101117397,3.740187101117397,7.0,203,0.002254741900567726
-3.9000000000000004_140.1,-3.8428955873395996,140.14113869401044,3,5.178810311,4.280028512696628,15.0,214,0.0024096295312075805
-3.9000000000000004_140.20000000000002,-3.8321666195,140.239113775,4,4.8459445,4.2925221659999995,76.5,234,0.0026405299809028294
-3.9000000000000004_140.3,-3.855567932,140.3557892,1,4.374000233,4.374000233,20.0,212,0.0023673269956095387
-3.9000000000000004_140.4,-3.882706642,140.4122162,1,5.003056875,5.003056875,12.0,191,0.002031347061195247
-3.9000000000000004_140.5,-3.805738926,140.55001829999998,2,5.119728648,4.7843271835,41.0,207,0.002213814011817946
-3.9000000000000004_140.6,-3.833939314,140.6290283,1,4.829303471,4.829303471,64.0,165,0.0016775381125794674
-3.9000000000000004_140.70000000000002,-3.849998713,140.7859497,1,4.483413388,4.483413388,10.0,103,0.0010164685107457575
-3.9000000000000004_96.2,-3.861163855,96.23113251,1,5.591139284,5.591139284,10.0,1,3.110091499896191e-05
-3.9000000000000004_97.7,-3.858601809,97.78255463,1,5.477887626,5.477887626,173.0,3,4.305459464332857e-05
-3.9000000000000004_98.80000000000001,-3.8392169,98.880608,1,4.1852179,4.1852179,14.0,21,0.0002428404075315118
-3.9000000000000004_99.0,-3.820208549,99.01919556,1,4.704891969,4.704891969,10.0,31,0.00036369515607491995
-3.9000000000000004_99.30000000000001,-3.8093438,99.318932,1,4.6453499,4.6453499,16.0,85,0.000903690939589419
-3.9000000000000004_99.4,-3.8467176,99.496628,1,4.1137351,4.1137351,24.0,102,0.001181904663058056
-3.9000000000000004_99.60000000000001,-3.8635550554656986,99.65826028320312,2,4.6702942,4.446669402149501,26.5,112,0.0012376430312537906
-3.9000000000000004_99.7,-3.838666215577698,99.7244643305664,2,4.2742379,4.0577980080362455,24.5,117,0.0013650111261495812
-3.9000000000000004_99.9,-3.8298297945,99.95589053500001,2,4.7095447,4.299073843,17.0,100,0.0011329754446534614
-4.0_100.0,-3.9074633,100.04833,1,4.4501049,4.4501049,68.0,71,0.0008016078590701534
-4.0_100.10000000000001,-3.961654663,100.1882935,1,5.641016853,5.641016853,120.0,60,0.0007283051797794198
-4.0_100.4,-3.97036314725,100.449550625,4,5.22508209,4.76174109175,13.25,75,0.0009186848780032028
-4.0_100.5,-3.966672182,100.541626,1,5.718025457,5.718025457,130.0,82,0.0009730882694475283
-4.0_100.60000000000001,-3.906193256,100.608757,1,5.388531067,5.388531067,10.0,94,0.0011001546630929498
-4.0_100.7,-3.995004071,100.7565597,2,5.2469193,4.4930193735,16.5,81,0.0010417687153539358
-4.0_100.80000000000001,-3.9509704269999997,100.84889835,2,4.7854534,4.6041461065,30.5,87,0.0011126728991980664
-4.0_100.9,-3.9704864025,100.93153,2,5.764646669,4.553660469,23.0,89,0.0011035527714968946
-4.0_101.4,-3.960980654,101.4110794,1,4.611588356,4.611588356,30.0,176,0.001708494733592479
-4.0_101.5,-3.9275220605000003,101.55904025000001,2,3.879095536,3.6733583679999997,19.5,227,0.0026892316666398846
-4.0_101.60000000000001,-3.914185047149658,101.6085205078125,1,3.333720830520684,3.333720830520684,15.0,240,0.0030246001352878305
-4.0_101.7,-3.9136381,101.79773,1,3.6658705,3.6658705,30.0,275,0.003181304329998049
-4.0_101.80000000000001,-3.99956727,101.8150406,1,3.408210461,3.408210461,41.0,283,0.0026706957517055184
-4.0_102.0,-3.904239178,102.0435715,1,3.729286259,3.729286259,42.0,277,0.002654613282618958
-4.0_102.10000000000001,-3.947489977,102.1971817,1,3.210041639,3.210041639,73.0,301,0.002722867560425464
-4.0_102.2,-3.9567785262356363,102.241228734375,3,4.703131831,4.262969510970156,35.0,297,0.00278216534413356
-4.0_102.30000000000001,-3.9360780328,102.35231528,5,3.991373754,3.2196099782,38.6,250,0.0025772054469896857
-4.0_102.4,-3.947673003,102.44600170000001,3,3.678159835,3.440254703666667,21.0,224,0.0024578627818639402
-4.0_102.7,-3.927138329,102.7659912,1,4.239718386,4.239718386,94.0,137,0.0014247271088222559
-4.0_102.9,-3.97094501,102.96223655,4,4.255925308,3.499104128,81.25,122,0.0015195664782048806
-4.0_103.0,-3.980014801,103.0711365,1,2.60225113,2.60225113,101.0,121,0.0017243935013948701
-4.0_103.10000000000001,-3.9555089476,103.1765152,5,2.687904367,2.3004200064,12.4,131,0.0018249479039582014
-4.0_103.2,-3.9625069355818043,103.26140959518693,7,4.815425504,3.652641506268553,73.28571428571429,159,0.0019398816111289643
-4.0_103.30000000000001,-3.94156575193042,103.31964873580077,5,3.3855926873573425,3.0818504635590855,39.0,178,0.0019049457885615016
-4.0_103.4,-3.999922991,103.497139,1,2.438667675,2.438667675,10.0,172,0.0022559624159210353
-4.0_103.60000000000001,-3.902639389,103.6676025,1,2.568477277,2.568477277,10.0,123,0.001600963781700793
-4.0_106.10000000000001,-3.924987316,106.1968689,1,4.693283193,4.693283193,91.0,6,0.00010709288164035928
-4.0_111.5,-3.928571463,111.5966797,1,5.419423504,5.419423504,143.0,4,5.881055234041294e-05
-4.0_112.5,-3.92427516,112.5796509,1,5.904430486,5.904430486,10.0,3,5.521693016636347e-05
-4.0_113.80000000000001,-3.924905777,113.89431,1,5.478195057,5.478195057,5.0,5,7.609346293463807e-05
-4.0_114.7,-3.992435455,114.7639236,1,4.794828111,4.794828111,268.0,10,0.00015798611514631006
-4.0_116.9,-3.965471745,116.9489136,1,5.244511635,5.244511635,10.0,3,3.873908925385384e-05
-4.0_118.2,-3.942819118,118.2765961,1,5.339986088,5.339986088,10.0,7,0.00011660752973671698
-4.0_118.80000000000001,-3.9249064894999997,118.88271165,2,3.442154147,2.9782795735,12.5,86,0.0012198798449566542
-4.0_118.9,-3.9113909441807864,118.97144433277994,3,3.191616433,2.7154257166658886,12.333333333333334,120,0.0015833287821557331
-4.0_119.0,-3.9817669392,119.07642822,5,3.498440629,2.9205295118000003,13.2,132,0.0017188575563539862
-4.0_119.10000000000001,-3.952382565,119.1532288,1,2.707464177,2.707464177,10.0,151,0.0019823650829229266
-4.0_119.2,-3.9270431029052735,119.24510704223633,2,3.1371035,2.7620129840947616,12.0,156,0.0022006121757113853
-4.0_119.30000000000001,-3.9757422606332598,119.3679631540039,3,2.747696917,2.4591176540249666,8.666666666666666,154,0.0020415449178346084
-4.0_119.4,-3.9300542965,119.45004970000001,6,3.035887198,2.5188050808333333,10.833333333333334,157,0.002143213757247827
-4.0_119.5,-3.921424150466919,119.52862548828124,1,2.20308680359183,2.20308680359183,10.0,159,0.0020440545845891475
-4.0_119.60000000000001,-3.992370844,119.6321945,1,3.081212259,3.081212259,10.0,154,0.001661807138739138
-4.0_119.7,-3.9561465,119.77264,1,3.6329225,3.6329225,13.0,165,0.0017483670807882815
-4.0_119.80000000000001,-3.953899622,119.8074875,1,2.254405315,2.254405315,13.0,161,0.0017893652644399424
-4.0_119.9,-3.9690422217958172,119.97174580976564,3,2.747585884,2.4842375498027756,20.666666666666668,145,0.001974930756624428
-4.0_120.0,-3.9323901652425293,120.03252257972656,5,3.513570728,2.7334153250729814,11.6,141,0.0020012474023322455
-4.0_120.10000000000001,-3.960584799333333,120.15656533333333,3,3.755686328,3.0223085566666668,10.0,122,0.0017231550074765804
-4.0_120.2,-3.992788076,120.232605,1,2.375306111,2.375306111,10.0,114,0.0014383020224126627
-4.0_120.30000000000001,-3.919092178344727,120.33718872070312,1,2.1793833048137894,2.1793833048137894,15.0,95,0.0010089945484925986
-4.0_120.5,-3.940411568,120.5773468,1,5.349136148,5.349136148,10.0,37,0.00041401782199264184
-4.0_121.10000000000001,-3.950127602,121.1494751,1,3.141025789,3.141025789,10.0,37,0.00046040249589264135
-4.0_121.30000000000001,-3.922717571185242,121.31928635429688,2,4.00362004,3.4733156849928895,10.0,85,0.0009294384010007608
-4.0_121.5,-3.9179565111752113,121.5762303546875,3,2.993045346943647,2.727077440246544,9.0,250,0.003070247856039275
-4.0_121.60000000000001,-3.9572613714845217,121.65866239427734,5,3.331189781,2.7953758228695555,13.6,254,0.004371805444625467
-4.0_121.7,-3.9779536245582277,121.73419493589844,5,2.912285867,2.360240127569658,12.2,254,0.005212537927637512
-4.0_121.80000000000001,-3.9400378863333336,121.84420013333333,3,3.694343654,3.0744716386666666,10.0,259,0.004782037168768192
-4.0_122.0,-3.949909687,122.0281906,1,3.096589056,3.096589056,10.0,307,0.003370681792344131
-4.0_122.10000000000001,-3.9495906829833984,122.1257553100586,1,2.072856070646227,2.072856070646227,31.0,288,0.0027670130087208956
-4.0_122.2,-3.926166137333333,122.24598186666667,3,3.392736598,2.9177835516666666,14.0,242,0.002694050095583589
-4.0_122.30000000000001,-3.9657541225225246,122.35924473018044,21,4.081559,2.7199348337202913,9.047619047619047,215,0.0033134736940823267
-4.0_122.4,-3.956709334015625,122.44663193581381,15,4.4449611,3.439401112808652,11.266666666666667,220,0.003646443294423091
-4.0_122.5,-3.955224169676771,122.56304593347438,9,3.586024092,3.1508936337065254,10.222222222222221,229,0.003770369823685658
-4.0_122.60000000000001,-3.9398165941000003,122.64245606,10,4.006802202,3.0636392622999997,10.0,224,0.0034914878834080994
-4.0_122.7,-3.917045109,122.7097459,2,3.508244734,3.409265317,17.0,209,0.0030340146697173842
-4.0_122.80000000000001,-3.960950375,122.8657074,1,3.670050076,3.670050076,10.0,168,0.0020801377379815063
-4.0_123.30000000000001,-3.995604992,123.3983917,1,5.031338657,5.031338657,750.0,61,0.0007068898306136567
-4.0_123.4,-3.996666431427002,123.4232406616211,1,2.63572011058975,2.63572011058975,13.0,59,0.0006831045708629149
-4.0_123.5,-3.9418098925000002,123.5209236,2,3.756819251,3.6750359725,15.0,57,0.000620988893312759
-4.0_123.80000000000001,-3.909653187,123.8360062,1,4.153685716,4.153685716,616.0,15,0.00022612088823458008
-4.0_124.5,-3.923207283,124.5628052,1,5.219223143,5.219223143,155.0,6,9.025673173658465e-05
-4.0_124.60000000000001,-3.958381891,124.6463165,1,3.760945474,3.760945474,10.0,7,8.072164881172603e-05
-4.0_126.30000000000001,-3.9004781,126.35416,1,3.2970231,3.2970231,164.0,48,0.000571725800890798
-4.0_126.7,-3.926845868333333,126.7671585,3,4.512502036,3.777536809666666,230.0,58,0.0007990877119085985
-4.0_126.80000000000001,-3.9400433302616573,126.88665391679689,2,4.17607897820053,3.762046737600265,11.0,61,0.0008499081686101005
-4.0_126.9,-3.991468668,126.9354935,1,4.371480824,4.371480824,10.0,71,0.0008031485608472635
-4.0_127.10000000000001,-3.957131863,127.1768188,1,3.642837193,3.642837193,13.0,162,0.0016047919541710975
-4.0_127.2,-3.942724943,127.2569046,1,3.292911475,3.292911475,10.0,196,0.0021353884120554026
-4.0_127.30000000000001,-3.9502273128,127.38283792,5,3.9047489,3.3777504566,103.0,255,0.0028439632568264773
-4.0_127.4,-3.9420478,127.44745,1,2.5942848,2.5942848,9.0,282,0.003259196953532277
-4.0_127.5,-3.9745280800602214,127.54934965,3,3.971788673091887,3.2440572093639624,143.33333333333334,282,0.003502079419369014
-4.0_127.60000000000001,-3.94731193375,127.66515886250001,8,4.048068754,3.4812083073749998,77.625,281,0.004092446020712835
-4.0_127.7,-3.927095501125,127.757374075,8,4.9187912,3.723701646125,75.875,283,0.0043441816542210895
-4.0_127.80000000000001,-3.9318334035714284,127.83094571428572,7,4.6294257,3.2536835102857142,61.857142857142854,296,0.004285034205800825
-4.0_127.9,-3.9403805066666666,127.96054829999999,3,3.829224462,3.2607519353333334,128.0,359,0.004375237713736609
-4.0_128.0,-3.982858658,128.0962372,1,3.869910046,3.869910046,11.0,480,0.004510667595743986
-4.0_128.1,-3.98625373375,128.165612125,4,3.5694456,3.232666906,59.0,685,0.005101109598631248
-4.0_128.20000000000002,-3.945888996,128.255497,4,3.957993181,2.794216449,36.75,917,0.007598775834571957
-4.0_128.3,-3.9381245076666667,128.32546603333333,3,3.201893869,2.6930010896666663,31.0,982,0.008703389294810786
-4.0_128.4,-3.9508388440553586,128.44602711891275,6,3.896021418,2.977368158693421,57.333333333333336,1013,0.008587028041027012
-4.0_128.5,-3.952979296666667,128.57868343333334,3,3.7952393,3.0060391013333336,31.0,868,0.008249867896465092
-4.0_128.6,-3.937527213646932,128.6487297414388,6,3.627000646900843,3.0401016669834733,80.33333333333333,771,0.008432205076683255
-4.0_128.70000000000002,-3.931219335,128.75808701,10,4.308540875,3.4384615621,55.5,588,0.007898270869401097
-4.0_128.8,-3.955883789,128.86865842,5,3.663575921,3.1987828486,14.4,546,0.006625467688019158
-4.0_128.9,-3.94120663625,128.9406106,8,4.7931638,3.85879167575,44.125,547,0.00633182937836703
-4.0_129.0,-3.940780000434448,129.0637835879297,10,4.922571382,3.712878981745175,50.4,585,0.005886092356610756
-4.0_129.1,-3.9487866164999996,129.11226655000002,4,4.892593967,4.478565345,87.5,571,0.005929396770247258
-4.0_129.20000000000002,-3.962976276875,129.2386112375,8,4.800367723,3.7136730682500003,63.625,545,0.006807916022120624
-4.0_129.3,-3.95616743938491,129.35205327613636,11,4.7393707,3.8919061744097685,44.45454545454545,545,0.00773042975314687
-4.0_129.4,-3.950510904076923,129.4503233,13,4.95822257,3.5018971033076927,23.46153846153846,545,0.007978273160256266
-4.0_129.5,-3.9631258265000002,129.54983261666666,12,5.4459341,4.082511169083333,29.0,519,0.007683524219847763
-4.0_129.6,-3.9635348696356933,129.669876778125,5,4.792600159,4.499824394080823,43.6,474,0.006280319030486685
-4.0_129.70000000000002,-3.9550601773432446,129.74491244782365,7,5.079960022,3.6949740262595125,23.714285714285715,423,0.005137615810389142
-4.0_129.8,-3.95018855170459,129.86101307763673,6,5.5914776,4.163168408311624,12.166666666666666,311,0.0035616072164806286
-4.0_129.9,-3.9719640115,129.9306894,2,3.953719641,3.3689336705,14.0,250,0.0028324394744346526
